peak_amplitude,energy,step_duration,rise_time,fall_time,zero_crossings,std,rms,skewness,kurtosis,dominant_freq,spectral_centroid,spectral_entropy,spectral_bandwidth,low_freq_ratio,spike_count,firing_rate,isi_mean,isi_std,isi_cv,first_spike_latency
449.0555468920366,17799019.818734266,1.0,0.015,0.02,78,298.3182798476205,298.320463752776,0.0019542584227252103,-1.4855613314945522,39.0,40.46167111964673,1.8946339022748113,8.913080978740698,0.058385609572834014,90,90.0,0.011123595505617978,0.002217500489437143,0.19935105410091486,0.0
569.501363107582,24785106.156633686,1.0,0.935,0.01,65,351.985272155233,352.0305821703115,-0.022046857452355215,-1.4856732016507943,33.0,34.321701379917556,1.8783797436362577,9.215640061652088,0.08205545563281348,90,90.0,0.011123595505617978,0.002086986024832217,0.18761793556572454,0.0
476.7925154770217,20789819.177128226,1.0,0.01,0.015,24,322.41005023883383,322.4113767931292,-0.0040746570604464905,-1.4970852458748003,12.0,16.716794877613715,1.808690686951472,15.072368211369792,1.8198278287752259,89,89.0,0.011193181818181817,0.0021312499242626217,0.19040608460417333,0.005
320.6362041927568,7700686.303592146,1.0,0.39,0.02,31,196.15555938242358,196.2229128261038,-0.05122406667559973,-1.4592049533321503,16.0,22.284826816091694,2.258481954817555,16.579700986885243,1.718635122471366,89,89.0,0.01119318181818182,0.002131249924262622,0.19040608460417333,0.005
261.4054835365102,3028093.7297444064,1.0,0.0,0.01,70,123.03535376803522,123.04661169135065,-0.0036045068168708023,-1.42530040192403,35.0,38.17583262019231,2.5662163290679803,13.514623221468577,0.17695677380588254,88,88.0,0.01132183908045977,0.0022049800107184934,0.19475457962691264,0.005
356.84998102271936,7443640.997611848,1.0,0.0,0.01,56,192.91362839993067,192.920203680328,0.0015793749877988656,-1.4626162582295068,28.0,31.854289927020062,2.1886853869024576,12.450120631987454,1.7137751393152223,91,91.0,0.011055555555555556,0.0020404852969118864,0.18456650926841184,0.0
412.35081112160736,15585214.100701705,1.0,0.005,0.01,48,279.1524142486201,279.1524144683483,-0.0029104973331151754,-1.4847878818839861,24.0,27.278990321707653,1.9309056107077511,12.20682827741095,1.8162897269134577,91,91.0,0.011055555555555556,0.0020404852969118864,0.18456650926841184,0.0
254.01597684730797,5426653.270337861,1.0,0.08,0.015,31,164.7092099189891,164.72178469069993,-0.025951219140548782,-1.477178698968393,15.0,22.51311518197568,2.1848305120058926,18.286495072561863,1.6875564136871637,89,89.0,0.01125,0.0022925273865718227,0.2037802121397176,0.005
344.6214689525362,10319152.084313184,1.0,0.0,0.015,100,227.13741439942515,227.1470017886345,-0.0016530197851711498,-1.542016931148328,50.0,49.70931201940735,1.9932904126262496,9.042595223841003,0.07686932059949264,91,91.0,0.011055555555555556,0.0020404852969118864,0.18456650926841184,0.0
299.25475299968645,5565201.5453099795,1.0,0.925,0.005,94,166.80486133342055,166.8112937619929,-0.009220152709290627,-1.4391056338072254,48.0,47.63050789178618,2.3380742254545113,10.80654628399049,0.10504252784987847,89,89.0,0.011193181818181817,0.0021312499242626217,0.19040608460417333,0.005
